Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.01     504/504         SWESolver::solve(double, bool, unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [2]
[12]     0.5    0.00    0.01     504         SWESolver::update_bcs(std::vector<double, std::allocator<double> > const&, std::vector<double, std::allocator<double> > const&, std::vector<double, std::allocator<double> > const&, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&) const [12]
                0.00    0.00  604800/15183672     SWESolver::at(std::vector<double, std::allocator<double> >&, unsigned long, unsigned long) const [9]
                0.00    0.00  604800/281348928     SWESolver::at(std::vector<double, std::allocator<double> > const&, unsigned long, unsigned long) const [5]
-----------------------------------------------
                0.00    0.00       1/1           SWESolver::init_gaussian() [14]
[13]     0.0    0.00    0.00       1         SWESolver::init_dx_dy() [13]
                0.00    0.00   57624/15183672     SWESolver::at(std::vector<double, std::allocator<double> >&, unsigned long, unsigned long) const [9]
                0.00    0.00       2/62          std::vector<double, std::allocator<double> >::size() const [39]
                0.00    0.00       2/4           std::vector<double, std::allocator<double> >::resize(unsigned long, double const&) [113]
-----------------------------------------------
                0.00    0.00       1/1           SWESolver::SWESolver(int, unsigned long, unsigned long) [15]
[14]     0.0    0.00    0.00       1         SWESolver::init_gaussian() [14]
                0.00    0.00       1/1           SWESolver::init_dx_dy() [13]
                0.00    0.00   10000/10000       std::vector<double, std::allocator<double> >::push_back(double&&) [27]
                0.00    0.00       4/4           std::vector<double, std::allocator<double> >::resize(unsigned long) [112]
                0.00    0.00       3/10          std::vector<double, std::allocator<double> >::end() [61]
                0.00    0.00       3/10          std::vector<double, std::allocator<double> >::begin() [62]
                0.00    0.00       3/3           void std::fill<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [132]
                0.00    0.00       2/4           std::vector<double, std::allocator<double> >::resize(unsigned long, double const&) [113]
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >::clear() [144]
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >::reserve(unsigned long) [145]
                0.00    0.00       1/62          std::vector<double, std::allocator<double> >::size() const [39]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[15]     0.0    0.00    0.00       1         SWESolver::SWESolver(int, unsigned long, unsigned long) [15]
                0.00    0.00       1/1           SWESolver::init_gaussian() [14]
                0.00    0.00       9/9           std::vector<double, std::allocator<double> >::vector() [76]
-----------------------------------------------
                0.00    0.00   10000/30000       void std::vector<double, std::allocator<double> >::emplace_back<double>(double&&) [26]
                0.00    0.00   10000/30000       void std::allocator_traits<std::allocator<double> >::construct<double, double>(std::allocator<double>&, double*, double&&) [25]
                0.00    0.00   10000/30000       void __gnu_cxx::new_allocator<double>::construct<double, double>(double*, double&&) [24]
[22]     0.0    0.00    0.00   30000         double&& std::forward<double>(std::remove_reference<double>::type&) [22]
-----------------------------------------------
                0.00    0.00       4/10004       void std::_Construct<double>(double*) [114]
                0.00    0.00   10000/10004       void __gnu_cxx::new_allocator<double>::construct<double, double>(double*, double&&) [24]
[23]     0.0    0.00    0.00   10004         operator new(unsigned long, void*) [23]
-----------------------------------------------
                0.00    0.00   10000/10000       void std::allocator_traits<std::allocator<double> >::construct<double, double>(std::allocator<double>&, double*, double&&) [25]
[24]     0.0    0.00    0.00   10000         void __gnu_cxx::new_allocator<double>::construct<double, double>(double*, double&&) [24]
                0.00    0.00   10000/30000       double&& std::forward<double>(std::remove_reference<double>::type&) [22]
                0.00    0.00   10000/10004       operator new(unsigned long, void*) [23]
-----------------------------------------------
                0.00    0.00   10000/10000       void std::vector<double, std::allocator<double> >::emplace_back<double>(double&&) [26]
[25]     0.0    0.00    0.00   10000         void std::allocator_traits<std::allocator<double> >::construct<double, double>(std::allocator<double>&, double*, double&&) [25]
                0.00    0.00   10000/30000       double&& std::forward<double>(std::remove_reference<double>::type&) [22]
                0.00    0.00   10000/10000       void __gnu_cxx::new_allocator<double>::construct<double, double>(double*, double&&) [24]
-----------------------------------------------
                0.00    0.00   10000/10000       std::vector<double, std::allocator<double> >::push_back(double&&) [27]
[26]     0.0    0.00    0.00   10000         void std::vector<double, std::allocator<double> >::emplace_back<double>(double&&) [26]
                0.00    0.00   10000/30000       double&& std::forward<double>(std::remove_reference<double>::type&) [22]
                0.00    0.00   10000/10000       void std::allocator_traits<std::allocator<double> >::construct<double, double>(std::allocator<double>&, double*, double&&) [25]
-----------------------------------------------
                0.00    0.00   10000/10000       SWESolver::init_gaussian() [14]
[27]     0.0    0.00    0.00   10000         std::vector<double, std::allocator<double> >::push_back(double&&) [27]
                0.00    0.00   10000/10000       std::remove_reference<double&>::type&& std::move<double&>(double&) [28]
                0.00    0.00   10000/10000       void std::vector<double, std::allocator<double> >::emplace_back<double>(double&&) [26]
-----------------------------------------------
                0.00    0.00   10000/10000       std::vector<double, std::allocator<double> >::push_back(double&&) [27]
[28]     0.0    0.00    0.00   10000         std::remove_reference<double&>::type&& std::move<double&>(double&) [28]
-----------------------------------------------
                0.00    0.00    4536/4536        std::_Vector_base<double, std::allocator<double> >::_Vector_impl_data::_M_swap_data(std::_Vector_base<double, std::allocator<double> >::_Vector_impl_data&) [33]
[29]     0.0    0.00    0.00    4536         std::_Vector_base<double, std::allocator<double> >::_Vector_impl_data::_M_copy_data(std::_Vector_base<double, std::allocator<double> >::_Vector_impl_data const&) [29]
-----------------------------------------------
                0.00    0.00       1/3061        std::vector<double, std::allocator<double> >::reserve(unsigned long) [145]
                0.00    0.00       3/3061        std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> > const&) [126]
                0.00    0.00       8/3061        std::vector<double, std::allocator<double> >::_M_default_append(unsigned long) [111]
                0.00    0.00       9/3061        std::vector<double, std::allocator<double> >::~vector() [77]
                0.00    0.00      16/3061        std::vector<double, std::allocator<double> >::_M_fill_insert(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double const&) [110]
                0.00    0.00    3024/3061        std::vector<double, std::allocator<double> >::swap(std::vector<double, std::allocator<double> >&) [34]
[30]     0.0    0.00    0.00    3061         std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [30]
-----------------------------------------------
                0.00    0.00       9/1521        std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl() [70]
                0.00    0.00    1512/1521        std::_Vector_base<double, std::allocator<double> >::_Vector_impl_data::_M_swap_data(std::_Vector_base<double, std::allocator<double> >::_Vector_impl_data&) [33]
[31]     0.0    0.00    0.00    1521         std::_Vector_base<double, std::allocator<double> >::_Vector_impl_data::_Vector_impl_data() [31]
-----------------------------------------------
                0.00    0.00    1512/1512        std::vector<double, std::allocator<double> >::swap(std::vector<double, std::allocator<double> >&) [34]
[32]     0.0    0.00    0.00    1512         __gnu_cxx::__alloc_traits<std::allocator<double>, double>::_S_on_swap(std::allocator<double>&, std::allocator<double>&) [32]
                0.00    0.00    1512/1512        void std::__alloc_on_swap<std::allocator<double> >(std::allocator<double>&, std::allocator<double>&) [35]
-----------------------------------------------
                0.00    0.00    1512/1512        std::vector<double, std::allocator<double> >::swap(std::vector<double, std::allocator<double> >&) [34]
[33]     0.0    0.00    0.00    1512         std::_Vector_base<double, std::allocator<double> >::_Vector_impl_data::_M_swap_data(std::_Vector_base<double, std::allocator<double> >::_Vector_impl_data&) [33]
                0.00    0.00    4536/4536        std::_Vector_base<double, std::allocator<double> >::_Vector_impl_data::_M_copy_data(std::_Vector_base<double, std::allocator<double> >::_Vector_impl_data const&) [29]
                0.00    0.00    1512/1521        std::_Vector_base<double, std::allocator<double> >::_Vector_impl_data::_Vector_impl_data() [31]
-----------------------------------------------
                0.00    0.00    1512/1512        void std::swap<double, std::allocator<double> >(std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&) [37]
[34]     0.0    0.00    0.00    1512         std::vector<double, std::allocator<double> >::swap(std::vector<double, std::allocator<double> >&) [34]
                0.00    0.00    3024/3061        std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [30]
                0.00    0.00    1512/1512        std::_Vector_base<double, std::allocator<double> >::_Vector_impl_data::_M_swap_data(std::_Vector_base<double, std::allocator<double> >::_Vector_impl_data&) [33]
                0.00    0.00    1512/1512        __gnu_cxx::__alloc_traits<std::allocator<double>, double>::_S_on_swap(std::allocator<double>&, std::allocator<double>&) [32]
-----------------------------------------------
                0.00    0.00    1512/1512        __gnu_cxx::__alloc_traits<std::allocator<double>, double>::_S_on_swap(std::allocator<double>&, std::allocator<double>&) [32]
[35]     0.0    0.00    0.00    1512         void std::__alloc_on_swap<std::allocator<double> >(std::allocator<double>&, std::allocator<double>&) [35]
                0.00    0.00    1512/1512        void std::__do_alloc_on_swap<std::allocator<double> >(std::allocator<double>&, std::allocator<double>&, std::integral_constant<bool, false>) [36]
-----------------------------------------------
                0.00    0.00    1512/1512        void std::__alloc_on_swap<std::allocator<double> >(std::allocator<double>&, std::allocator<double>&) [35]
[36]     0.0    0.00    0.00    1512         void std::__do_alloc_on_swap<std::allocator<double> >(std::allocator<double>&, std::allocator<double>&, std::integral_constant<bool, false>) [36]
-----------------------------------------------
                0.00    0.00    1512/1512        SWESolver::solve(double, bool, unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [2]
[37]     0.0    0.00    0.00    1512         void std::swap<double, std::allocator<double> >(std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&) [37]
                0.00    0.00    1512/1512        std::vector<double, std::allocator<double> >::swap(std::vector<double, std::allocator<double> >&) [34]
-----------------------------------------------
                0.00    0.00    1008/1008        SWESolver::compute_time_step(std::vector<double, std::allocator<double> > const&, std::vector<double, std::allocator<double> > const&, std::vector<double, std::allocator<double> > const&, double, double) const [7]
[38]     0.0    0.00    0.00    1008         double const& std::min<double>(double const&, double const&) [38]
-----------------------------------------------
                0.00    0.00       1/62          SWESolver::init_gaussian() [14]
                0.00    0.00       1/62          std::vector<double, std::allocator<double> >::reserve(unsigned long) [145]
                0.00    0.00       2/62          SWESolver::init_dx_dy() [13]
                0.00    0.00       4/62          std::vector<double, std::allocator<double> >::_M_default_append(unsigned long) [111]
                0.00    0.00       6/62          std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> > const&) [126]
                0.00    0.00       8/62          std::vector<double, std::allocator<double> >::resize(unsigned long) [112]
                0.00    0.00       8/62          std::vector<double, std::allocator<double> >::resize(unsigned long, double const&) [113]
                0.00    0.00      32/62          std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [78]
[39]     0.0    0.00    0.00      62         std::vector<double, std::allocator<double> >::size() const [39]
-----------------------------------------------
                0.00    0.00      15/39          double* std::__relocate_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [104]
                0.00    0.00      24/39          double* std::__copy_move_a<true, double*, double*>(double*, double*, double*) [83]
[40]     0.0    0.00    0.00      39         double* std::__niter_base<double*>(double*) [40]
-----------------------------------------------
                0.00    0.00       9/34          __gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*) [64]
                0.00    0.00      25/34          __gnu_cxx::new_allocator<double>::max_size() const [43]
[41]     0.0    0.00    0.00      34         __gnu_cxx::new_allocator<double>::_M_max_size() const [41]
-----------------------------------------------
                0.00    0.00       6/28          void std::__fill_a1<double*, std::vector<double, std::allocator<double> >, double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [136]
                0.00    0.00       6/28          double* std::__niter_base<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [99]
                0.00    0.00       8/28          std::vector<double, std::allocator<double> >::_M_fill_insert(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double const&) [110]
                0.00    0.00       8/28          __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::difference_type __gnu_cxx::operator-<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [106]
[42]     0.0    0.00    0.00      28         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [42]
-----------------------------------------------
                0.00    0.00      25/25          std::allocator_traits<std::allocator<double> >::max_size(std::allocator<double> const&) [46]
[43]     0.0    0.00    0.00      25         __gnu_cxx::new_allocator<double>::max_size() const [43]
                0.00    0.00      25/34          __gnu_cxx::new_allocator<double>::_M_max_size() const [41]
-----------------------------------------------
                0.00    0.00      25/25          std::vector<double, std::allocator<double> >::max_size() const [45]
[44]     0.0    0.00    0.00      25         std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() const [44]
-----------------------------------------------
                0.00    0.00       1/25          std::vector<double, std::allocator<double> >::reserve(unsigned long) [145]
                0.00    0.00       8/25          std::vector<double, std::allocator<double> >::_M_default_append(unsigned long) [111]
                0.00    0.00      16/25          std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [78]
[45]     0.0    0.00    0.00      25         std::vector<double, std::allocator<double> >::max_size() const [45]
                0.00    0.00      25/25          std::vector<double, std::allocator<double> >::_S_max_size(std::allocator<double> const&) [47]
                0.00    0.00      25/25          std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() const [44]
-----------------------------------------------
                0.00    0.00      25/25          std::vector<double, std::allocator<double> >::_S_max_size(std::allocator<double> const&) [47]
[46]     0.0    0.00    0.00      25         std::allocator_traits<std::allocator<double> >::max_size(std::allocator<double> const&) [46]
                0.00    0.00      25/25          __gnu_cxx::new_allocator<double>::max_size() const [43]
-----------------------------------------------
                0.00    0.00      25/25          std::vector<double, std::allocator<double> >::max_size() const [45]
[47]     0.0    0.00    0.00      25         std::vector<double, std::allocator<double> >::_S_max_size(std::allocator<double> const&) [47]
                0.00    0.00      25/25          std::allocator_traits<std::allocator<double> >::max_size(std::allocator<double> const&) [46]
                0.00    0.00      25/25          unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [48]
-----------------------------------------------
                0.00    0.00      25/25          std::vector<double, std::allocator<double> >::_S_max_size(std::allocator<double> const&) [47]
[48]     0.0    0.00    0.00      25         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [48]
-----------------------------------------------
                0.00    0.00       3/23          __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator+(long) const [121]
                0.00    0.00      10/23          std::vector<double, std::allocator<double> >::begin() [62]
                0.00    0.00      10/23          std::vector<double, std::allocator<double> >::end() [61]
[49]     0.0    0.00    0.00      23         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::__normal_iterator(double* const&) [49]
-----------------------------------------------
                0.00    0.00       1/18          std::vector<double, std::allocator<double> >::reserve(unsigned long) [145]
                0.00    0.00       4/18          std::vector<double, std::allocator<double> >::_M_default_append(unsigned long) [111]
                0.00    0.00       4/18          std::vector<double, std::allocator<double> >::_M_fill_insert(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double const&) [110]
                0.00    0.00       9/18          std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [73]
[50]     0.0    0.00    0.00      18         std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [50]
                0.00    0.00       9/9           std::allocator_traits<std::allocator<double> >::deallocate(std::allocator<double>&, double*, unsigned long) [74]
-----------------------------------------------
                0.00    0.00      16/16          decltype (__miter_base(({parm#1}.base)())) std::__miter_base<double*>(std::move_iterator<double*>) [53]
[51]     0.0    0.00    0.00      16         std::move_iterator<double*>::base() const [51]
-----------------------------------------------
                0.00    0.00      16/16          std::move_iterator<double*> std::__make_move_if_noexcept_iterator<double, std::move_iterator<double*> >(double*) [55]
[52]     0.0    0.00    0.00      16         std::move_iterator<double*>::move_iterator(double*) [52]
                0.00    0.00      16/16          std::remove_reference<double*&>::type&& std::move<double*&>(double*&) [56]
-----------------------------------------------
                0.00    0.00      16/16          double* std::copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [92]
[53]     0.0    0.00    0.00      16         decltype (__miter_base(({parm#1}.base)())) std::__miter_base<double*>(std::move_iterator<double*>) [53]
                0.00    0.00      16/16          double* std::__miter_base<double*>(double*) [54]
                0.00    0.00      16/16          std::move_iterator<double*>::base() const [51]
-----------------------------------------------
                0.00    0.00      16/16          decltype (__miter_base(({parm#1}.base)())) std::__miter_base<double*>(std::move_iterator<double*>) [53]
[54]     0.0    0.00    0.00      16         double* std::__miter_base<double*>(double*) [54]
-----------------------------------------------
                0.00    0.00      16/16          double* std::__uninitialized_move_if_noexcept_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [90]
[55]     0.0    0.00    0.00      16         std::move_iterator<double*> std::__make_move_if_noexcept_iterator<double, std::move_iterator<double*> >(double*) [55]
                0.00    0.00      16/16          std::move_iterator<double*>::move_iterator(double*) [52]
-----------------------------------------------
                0.00    0.00      16/16          std::move_iterator<double*>::move_iterator(double*) [52]
[56]     0.0    0.00    0.00      16         std::remove_reference<double*&>::type&& std::move<double*&>(double*&) [56]
-----------------------------------------------
                0.00    0.00      13/13          void std::_Destroy<double*>(double*, double*) [58]
[57]     0.0    0.00    0.00      13         void std::_Destroy_aux<true>::__destroy<double*>(double*, double*) [57]
-----------------------------------------------
                0.00    0.00      13/13          void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [59]
[58]     0.0    0.00    0.00      13         void std::_Destroy<double*>(double*, double*) [58]
                0.00    0.00      13/13          void std::_Destroy_aux<true>::__destroy<double*>(double*, double*) [57]
-----------------------------------------------
                0.00    0.00       4/13          std::vector<double, std::allocator<double> >::_M_fill_insert(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double const&) [110]
                0.00    0.00       9/13          std::vector<double, std::allocator<double> >::~vector() [77]
[59]     0.0    0.00    0.00      13         void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [59]
                0.00    0.00      13/13          void std::_Destroy<double*>(double*, double*) [58]
-----------------------------------------------
                0.00    0.00       3/11          void std::__fill_a1<double*, std::vector<double, std::allocator<double> >, double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [136]
                0.00    0.00       8/11          void std::__fill_a<double*, double>(double*, double*, double const&) [94]
[60]     0.0    0.00    0.00      11         __gnu_cxx::__enable_if<std::__is_scalar<double>::__value, void>::__type std::__fill_a1<double*, double>(double*, double*, double const&) [60]
-----------------------------------------------
                0.00    0.00       3/10          SWESolver::init_gaussian() [14]
                0.00    0.00       3/10          std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> > const&) [126]
                0.00    0.00       4/10          std::vector<double, std::allocator<double> >::resize(unsigned long, double const&) [113]
[61]     0.0    0.00    0.00      10         std::vector<double, std::allocator<double> >::end() [61]
                0.00    0.00      10/23          __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::__normal_iterator(double* const&) [49]
-----------------------------------------------
                0.00    0.00       3/10          SWESolver::init_gaussian() [14]
                0.00    0.00       3/10          std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> > const&) [126]
                0.00    0.00       4/10          std::vector<double, std::allocator<double> >::_M_fill_insert(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double const&) [110]
[62]     0.0    0.00    0.00      10         std::vector<double, std::allocator<double> >::begin() [62]
                0.00    0.00      10/23          __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::__normal_iterator(double* const&) [49]
-----------------------------------------------
                0.00    0.00       9/9           std::allocator_traits<std::allocator<double> >::deallocate(std::allocator<double>&, double*, unsigned long) [74]
[63]     0.0    0.00    0.00       9         __gnu_cxx::new_allocator<double>::deallocate(double*, unsigned long) [63]
-----------------------------------------------
                0.00    0.00       9/9           std::allocator_traits<std::allocator<double> >::allocate(std::allocator<double>&, unsigned long) [75]
[64]     0.0    0.00    0.00       9         __gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*) [64]
                0.00    0.00       9/34          __gnu_cxx::new_allocator<double>::_M_max_size() const [41]
-----------------------------------------------
                0.00    0.00       9/9           std::allocator<double>::allocator() [67]
[65]     0.0    0.00    0.00       9         __gnu_cxx::new_allocator<double>::new_allocator() [65]
-----------------------------------------------
                0.00    0.00       9/9           std::allocator<double>::~allocator() [68]
[66]     0.0    0.00    0.00       9         __gnu_cxx::new_allocator<double>::~new_allocator() [66]
-----------------------------------------------
                0.00    0.00       9/9           std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl() [70]
[67]     0.0    0.00    0.00       9         std::allocator<double>::allocator() [67]
                0.00    0.00       9/9           __gnu_cxx::new_allocator<double>::new_allocator() [65]
-----------------------------------------------
                0.00    0.00       9/9           std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [71]
[68]     0.0    0.00    0.00       9         std::allocator<double>::~allocator() [68]
                0.00    0.00       9/9           __gnu_cxx::new_allocator<double>::~new_allocator() [66]
-----------------------------------------------
                0.00    0.00       1/9           std::vector<double, std::allocator<double> >::reserve(unsigned long) [145]
                0.00    0.00       4/9           std::vector<double, std::allocator<double> >::_M_default_append(unsigned long) [111]
                0.00    0.00       4/9           std::vector<double, std::allocator<double> >::_M_fill_insert(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double const&) [110]
[69]     0.0    0.00    0.00       9         std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [69]
                0.00    0.00       9/9           std::allocator_traits<std::allocator<double> >::allocate(std::allocator<double>&, unsigned long) [75]
-----------------------------------------------
                0.00    0.00       9/9           std::_Vector_base<double, std::allocator<double> >::_Vector_base() [72]
[70]     0.0    0.00    0.00       9         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl() [70]
                0.00    0.00       9/1521        std::_Vector_base<double, std::allocator<double> >::_Vector_impl_data::_Vector_impl_data() [31]
                0.00    0.00       9/9           std::allocator<double>::allocator() [67]
-----------------------------------------------
                0.00    0.00       9/9           std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [73]
[71]     0.0    0.00    0.00       9         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [71]
                0.00    0.00       9/9           std::allocator<double>::~allocator() [68]
-----------------------------------------------
                0.00    0.00       9/9           std::vector<double, std::allocator<double> >::vector() [76]
[72]     0.0    0.00    0.00       9         std::_Vector_base<double, std::allocator<double> >::_Vector_base() [72]
                0.00    0.00       9/9           std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl() [70]
-----------------------------------------------
                0.00    0.00       9/9           std::vector<double, std::allocator<double> >::~vector() [77]
[73]     0.0    0.00    0.00       9         std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [73]
                0.00    0.00       9/18          std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [50]
                0.00    0.00       9/9           std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [71]
-----------------------------------------------
                0.00    0.00       9/9           std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [50]
[74]     0.0    0.00    0.00       9         std::allocator_traits<std::allocator<double> >::deallocate(std::allocator<double>&, double*, unsigned long) [74]
                0.00    0.00       9/9           __gnu_cxx::new_allocator<double>::deallocate(double*, unsigned long) [63]
-----------------------------------------------
                0.00    0.00       9/9           std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [69]
[75]     0.0    0.00    0.00       9         std::allocator_traits<std::allocator<double> >::allocate(std::allocator<double>&, unsigned long) [75]
                0.00    0.00       9/9           __gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*) [64]
-----------------------------------------------
                0.00    0.00       9/9           SWESolver::SWESolver(int, unsigned long, unsigned long) [15]
[76]     0.0    0.00    0.00       9         std::vector<double, std::allocator<double> >::vector() [76]
                0.00    0.00       9/9           std::_Vector_base<double, std::allocator<double> >::_Vector_base() [72]
-----------------------------------------------
                0.00    0.00       9/9           SWESolver::~SWESolver() [139]
[77]     0.0    0.00    0.00       9         std::vector<double, std::allocator<double> >::~vector() [77]
                0.00    0.00       9/3061        std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [30]
                0.00    0.00       9/13          void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [59]
                0.00    0.00       9/9           std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [73]
-----------------------------------------------
                0.00    0.00       4/8           std::vector<double, std::allocator<double> >::_M_default_append(unsigned long) [111]
                0.00    0.00       4/8           std::vector<double, std::allocator<double> >::_M_fill_insert(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double const&) [110]
[78]     0.0    0.00    0.00       8         std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [78]
                0.00    0.00      32/62          std::vector<double, std::allocator<double> >::size() const [39]
                0.00    0.00      16/25          std::vector<double, std::allocator<double> >::max_size() const [45]
                0.00    0.00       8/8           unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [91]
-----------------------------------------------
                0.00    0.00       8/8           double* std::__copy_move_a2<true, double*, double*>(double*, double*, double*) [85]
[79]     0.0    0.00    0.00       8         double* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*) [79]
-----------------------------------------------
                0.00    0.00       8/8           double* std::uninitialized_copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [87]
[80]     0.0    0.00    0.00       8         double* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [80]
                0.00    0.00       8/8           double* std::copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [92]
-----------------------------------------------
                0.00    0.00       8/8           double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [93]
[81]     0.0    0.00    0.00       8         double* std::__fill_n_a<double*, unsigned long, double>(double*, unsigned long, double const&, std::random_access_iterator_tag) [81]
                0.00    0.00       8/8           void std::__fill_a<double*, double>(double*, double*, double const&) [94]
-----------------------------------------------
                0.00    0.00       8/8           double* std::__copy_move_a<true, double*, double*>(double*, double*, double*) [83]
[82]     0.0    0.00    0.00       8         double* std::__niter_wrap<double*>(double* const&, double*) [82]
-----------------------------------------------
                0.00    0.00       8/8           double* std::copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [92]
[83]     0.0    0.00    0.00       8         double* std::__copy_move_a<true, double*, double*>(double*, double*, double*) [83]
                0.00    0.00      24/39          double* std::__niter_base<double*>(double*) [40]
                0.00    0.00       8/8           double* std::__copy_move_a1<true, double*, double*>(double*, double*, double*) [84]
                0.00    0.00       8/8           double* std::__niter_wrap<double*>(double* const&, double*) [82]
-----------------------------------------------
                0.00    0.00       8/8           double* std::__copy_move_a<true, double*, double*>(double*, double*, double*) [83]
[84]     0.0    0.00    0.00       8         double* std::__copy_move_a1<true, double*, double*>(double*, double*, double*) [84]
