Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       8/8           double* std::__copy_move_a2<true, double*, double*>(double*, double*, double*) [85]
-----------------------------------------------
                0.00    0.00       8/8           double* std::__copy_move_a1<true, double*, double*>(double*, double*, double*) [84]
[85]     0.0    0.00    0.00       8         double* std::__copy_move_a2<true, double*, double*>(double*, double*, double*) [85]
                0.00    0.00       8/8           double* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*) [79]
-----------------------------------------------
                0.00    0.00       8/8           double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [93]
[86]     0.0    0.00    0.00       8         std::__size_to_integer(unsigned long) [86]
-----------------------------------------------
                0.00    0.00       8/8           double* std::__uninitialized_copy_a<std::move_iterator<double*>, double*, double>(std::move_iterator<double*>, std::move_iterator<double*>, double*, std::allocator<double>&) [89]
[87]     0.0    0.00    0.00       8         double* std::uninitialized_copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [87]
                0.00    0.00       8/8           double* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [80]
-----------------------------------------------
                0.00    0.00       8/8           double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [93]
[88]     0.0    0.00    0.00       8         std::iterator_traits<double*>::iterator_category std::__iterator_category<double*>(double* const&) [88]
-----------------------------------------------
                0.00    0.00       8/8           double* std::__uninitialized_move_if_noexcept_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [90]
[89]     0.0    0.00    0.00       8         double* std::__uninitialized_copy_a<std::move_iterator<double*>, double*, double>(std::move_iterator<double*>, std::move_iterator<double*>, double*, std::allocator<double>&) [89]
                0.00    0.00       8/8           double* std::uninitialized_copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [87]
-----------------------------------------------
                0.00    0.00       8/8           std::vector<double, std::allocator<double> >::_M_fill_insert(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double const&) [110]
[90]     0.0    0.00    0.00       8         double* std::__uninitialized_move_if_noexcept_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [90]
                0.00    0.00      16/16          std::move_iterator<double*> std::__make_move_if_noexcept_iterator<double, std::move_iterator<double*> >(double*) [55]
                0.00    0.00       8/8           double* std::__uninitialized_copy_a<std::move_iterator<double*>, double*, double>(std::move_iterator<double*>, std::move_iterator<double*>, double*, std::allocator<double>&) [89]
-----------------------------------------------
                0.00    0.00       8/8           std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [78]
[91]     0.0    0.00    0.00       8         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [91]
-----------------------------------------------
                0.00    0.00       8/8           double* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [80]
[92]     0.0    0.00    0.00       8         double* std::copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [92]
                0.00    0.00      16/16          decltype (__miter_base(({parm#1}.base)())) std::__miter_base<double*>(std::move_iterator<double*>) [53]
                0.00    0.00       8/8           double* std::__copy_move_a<true, double*, double*>(double*, double*, double*) [83]
-----------------------------------------------
                0.00    0.00       4/8           double* std::__uninitialized_default_n_1<true>::__uninit_default_n<double*, unsigned long>(double*, unsigned long) [109]
                0.00    0.00       4/8           double* std::__uninitialized_fill_n<true>::__uninit_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [108]
[93]     0.0    0.00    0.00       8         double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [93]
                0.00    0.00       8/8           std::__size_to_integer(unsigned long) [86]
                0.00    0.00       8/8           std::iterator_traits<double*>::iterator_category std::__iterator_category<double*>(double* const&) [88]
                0.00    0.00       8/8           double* std::__fill_n_a<double*, unsigned long, double>(double*, unsigned long, double const&, std::random_access_iterator_tag) [81]
-----------------------------------------------
                0.00    0.00       8/8           double* std::__fill_n_a<double*, unsigned long, double>(double*, unsigned long, double const&, std::random_access_iterator_tag) [81]
[94]     0.0    0.00    0.00       8         void std::__fill_a<double*, double>(double*, double*, double const&) [94]
                0.00    0.00       8/11          __gnu_cxx::__enable_if<std::__is_scalar<double>::__value, void>::__type std::__fill_a1<double*, double>(double*, double*, double const&) [60]
-----------------------------------------------
                0.00    0.00       3/6           std::vector<double, std::allocator<double> >::begin() const [123]
                0.00    0.00       3/6           std::vector<double, std::allocator<double> >::end() const [122]
[95]     0.0    0.00    0.00       6         __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::__normal_iterator(double const* const&) [95]
-----------------------------------------------
                0.00    0.00       6/6           double const* std::__niter_base<double const*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [98]
[96]     0.0    0.00    0.00       6         __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::base() const [96]
-----------------------------------------------
                0.00    0.00       6/6           __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [131]
[97]     0.0    0.00    0.00       6         __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > std::__miter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [97]
-----------------------------------------------
                0.00    0.00       6/6           __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__copy_move_a<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [128]
[98]     0.0    0.00    0.00       6         double const* std::__niter_base<double const*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [98]
                0.00    0.00       6/6           __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::base() const [96]
-----------------------------------------------
                0.00    0.00       3/6           __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__copy_move_a<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [128]
                0.00    0.00       3/6           __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__niter_wrap<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double*) [127]
[99]     0.0    0.00    0.00       6         double* std::__niter_base<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [99]
                0.00    0.00       6/28          __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [42]
-----------------------------------------------
                0.00    0.00       1/5           std::vector<double, std::allocator<double> >::reserve(unsigned long) [145]
                0.00    0.00       4/5           std::vector<double, std::allocator<double> >::_M_default_append(unsigned long) [111]
[100]    0.0    0.00    0.00       5         std::vector<double, std::allocator<double> >::_S_relocate(double*, double*, double*, std::allocator<double>&) [100]
                0.00    0.00       5/5           std::vector<double, std::allocator<double> >::_S_do_relocate(double*, double*, double*, std::allocator<double>&, std::integral_constant<bool, true>) [101]
-----------------------------------------------
                0.00    0.00       5/5           std::vector<double, std::allocator<double> >::_S_relocate(double*, double*, double*, std::allocator<double>&) [100]
[101]    0.0    0.00    0.00       5         std::vector<double, std::allocator<double> >::_S_do_relocate(double*, double*, double*, std::allocator<double>&, std::integral_constant<bool, true>) [101]
                0.00    0.00       5/5           double* std::__relocate_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [104]
-----------------------------------------------
                0.00    0.00       1/5           std::vector<double, std::allocator<double> >::reserve(unsigned long) [145]
                0.00    0.00       4/5           std::vector<double, std::allocator<double> >::_M_default_append(unsigned long) [111]
[102]    0.0    0.00    0.00       5         std::vector<double, std::allocator<double> >::_S_use_relocate() [102]
                0.00    0.00       5/5           std::vector<double, std::allocator<double> >::_S_nothrow_relocate(std::integral_constant<bool, true>) [103]
-----------------------------------------------
                0.00    0.00       5/5           std::vector<double, std::allocator<double> >::_S_use_relocate() [102]
[103]    0.0    0.00    0.00       5         std::vector<double, std::allocator<double> >::_S_nothrow_relocate(std::integral_constant<bool, true>) [103]
-----------------------------------------------
                0.00    0.00       5/5           std::vector<double, std::allocator<double> >::_S_do_relocate(double*, double*, double*, std::allocator<double>&, std::integral_constant<bool, true>) [101]
[104]    0.0    0.00    0.00       5         double* std::__relocate_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [104]
                0.00    0.00      15/39          double* std::__niter_base<double*>(double*) [40]
                0.00    0.00       5/5           std::enable_if<std::__is_bitwise_relocatable<double, void>::value, double*>::type std::__relocate_a_1<double, double>(double*, double*, double*, std::allocator<double>&) [105]
-----------------------------------------------
                0.00    0.00       5/5           double* std::__relocate_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [104]
[105]    0.0    0.00    0.00       5         std::enable_if<std::__is_bitwise_relocatable<double, void>::value, double*>::type std::__relocate_a_1<double, double>(double*, double*, double*, std::allocator<double>&) [105]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<double, std::allocator<double> >::_M_fill_insert(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double const&) [110]
[106]    0.0    0.00    0.00       4         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::difference_type __gnu_cxx::operator-<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [106]
                0.00    0.00       8/28          __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [42]
-----------------------------------------------
                0.00    0.00       1/4           std::vector<double, std::allocator<double> >::reserve(unsigned long) [145]
                0.00    0.00       3/4           std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> > const&) [126]
[107]    0.0    0.00    0.00       4         std::vector<double, std::allocator<double> >::capacity() const [107]
-----------------------------------------------
                0.00    0.00       4/4           double* std::uninitialized_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [116]
[108]    0.0    0.00    0.00       4         double* std::__uninitialized_fill_n<true>::__uninit_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [108]
                0.00    0.00       4/8           double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [93]
-----------------------------------------------
                0.00    0.00       4/4           double* std::__uninitialized_default_n<double*, unsigned long>(double*, unsigned long) [118]
[109]    0.0    0.00    0.00       4         double* std::__uninitialized_default_n_1<true>::__uninit_default_n<double*, unsigned long>(double*, unsigned long) [109]
                0.00    0.00       4/4           double* std::__addressof<double>(double&) [115]
                0.00    0.00       4/4           void std::_Construct<double>(double*) [114]
                0.00    0.00       4/8           double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [93]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<double, std::allocator<double> >::resize(unsigned long, double const&) [113]
[110]    0.0    0.00    0.00       4         std::vector<double, std::allocator<double> >::_M_fill_insert(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double const&) [110]
                0.00    0.00      16/3061        std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [30]
                0.00    0.00       8/28          __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [42]
                0.00    0.00       8/8           double* std::__uninitialized_move_if_noexcept_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [90]
                0.00    0.00       4/8           std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [78]
                0.00    0.00       4/10          std::vector<double, std::allocator<double> >::begin() [62]
                0.00    0.00       4/4           __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::difference_type __gnu_cxx::operator-<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [106]
                0.00    0.00       4/9           std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [69]
                0.00    0.00       4/4           double* std::__uninitialized_fill_n_a<double*, unsigned long, double, double>(double*, unsigned long, double const&, std::allocator<double>&) [117]
                0.00    0.00       4/13          void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [59]
                0.00    0.00       4/18          std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [50]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<double, std::allocator<double> >::resize(unsigned long) [112]
[111]    0.0    0.00    0.00       4         std::vector<double, std::allocator<double> >::_M_default_append(unsigned long) [111]
                0.00    0.00       8/25          std::vector<double, std::allocator<double> >::max_size() const [45]
                0.00    0.00       8/3061        std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [30]
                0.00    0.00       4/62          std::vector<double, std::allocator<double> >::size() const [39]
                0.00    0.00       4/8           std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [78]
                0.00    0.00       4/5           std::vector<double, std::allocator<double> >::_S_use_relocate() [102]
                0.00    0.00       4/9           std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [69]
                0.00    0.00       4/4           double* std::__uninitialized_default_n_a<double*, unsigned long, double>(double*, unsigned long, std::allocator<double>&) [119]
                0.00    0.00       4/5           std::vector<double, std::allocator<double> >::_S_relocate(double*, double*, double*, std::allocator<double>&) [100]
                0.00    0.00       4/18          std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [50]
-----------------------------------------------
                0.00    0.00       4/4           SWESolver::init_gaussian() [14]
[112]    0.0    0.00    0.00       4         std::vector<double, std::allocator<double> >::resize(unsigned long) [112]
                0.00    0.00       8/62          std::vector<double, std::allocator<double> >::size() const [39]
                0.00    0.00       4/4           std::vector<double, std::allocator<double> >::_M_default_append(unsigned long) [111]
-----------------------------------------------
                0.00    0.00       2/4           SWESolver::init_gaussian() [14]
                0.00    0.00       2/4           SWESolver::init_dx_dy() [13]
[113]    0.0    0.00    0.00       4         std::vector<double, std::allocator<double> >::resize(unsigned long, double const&) [113]
                0.00    0.00       8/62          std::vector<double, std::allocator<double> >::size() const [39]
                0.00    0.00       4/10          std::vector<double, std::allocator<double> >::end() [61]
                0.00    0.00       4/4           std::vector<double, std::allocator<double> >::_M_fill_insert(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double const&) [110]
-----------------------------------------------
                0.00    0.00       4/4           double* std::__uninitialized_default_n_1<true>::__uninit_default_n<double*, unsigned long>(double*, unsigned long) [109]
[114]    0.0    0.00    0.00       4         void std::_Construct<double>(double*) [114]
                0.00    0.00       4/10004       operator new(unsigned long, void*) [23]
-----------------------------------------------
                0.00    0.00       4/4           double* std::__uninitialized_default_n_1<true>::__uninit_default_n<double*, unsigned long>(double*, unsigned long) [109]
[115]    0.0    0.00    0.00       4         double* std::__addressof<double>(double&) [115]
-----------------------------------------------
                0.00    0.00       4/4           double* std::__uninitialized_fill_n_a<double*, unsigned long, double, double>(double*, unsigned long, double const&, std::allocator<double>&) [117]
[116]    0.0    0.00    0.00       4         double* std::uninitialized_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [116]
                0.00    0.00       4/4           double* std::__uninitialized_fill_n<true>::__uninit_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [108]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<double, std::allocator<double> >::_M_fill_insert(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double const&) [110]
[117]    0.0    0.00    0.00       4         double* std::__uninitialized_fill_n_a<double*, unsigned long, double, double>(double*, unsigned long, double const&, std::allocator<double>&) [117]
                0.00    0.00       4/4           double* std::uninitialized_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [116]
-----------------------------------------------
                0.00    0.00       4/4           double* std::__uninitialized_default_n_a<double*, unsigned long, double>(double*, unsigned long, std::allocator<double>&) [119]
[118]    0.0    0.00    0.00       4         double* std::__uninitialized_default_n<double*, unsigned long>(double*, unsigned long) [118]
                0.00    0.00       4/4           double* std::__uninitialized_default_n_1<true>::__uninit_default_n<double*, unsigned long>(double*, unsigned long) [109]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<double, std::allocator<double> >::_M_default_append(unsigned long) [111]
[119]    0.0    0.00    0.00       4         double* std::__uninitialized_default_n_a<double*, unsigned long, double>(double*, unsigned long, std::allocator<double>&) [119]
                0.00    0.00       4/4           double* std::__uninitialized_default_n<double*, unsigned long>(double*, unsigned long) [118]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> > const&) [126]
[120]    0.0    0.00    0.00       3         __gnu_cxx::__alloc_traits<std::allocator<double>, double>::_S_propagate_on_copy_assign() [120]
-----------------------------------------------
                0.00    0.00       3/3           __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__niter_wrap<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double*) [127]
[121]    0.0    0.00    0.00       3         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator+(long) const [121]
                0.00    0.00       3/23          __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::__normal_iterator(double* const&) [49]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> > const&) [126]
[122]    0.0    0.00    0.00       3         std::vector<double, std::allocator<double> >::end() const [122]
                0.00    0.00       3/6           __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::__normal_iterator(double const* const&) [95]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> > const&) [126]
[123]    0.0    0.00    0.00       3         std::vector<double, std::allocator<double> >::begin() const [123]
                0.00    0.00       3/6           __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::__normal_iterator(double const* const&) [95]
-----------------------------------------------
                0.00    0.00       3/3           double* std::__copy_move_a2<false, double const*, double*>(double const*, double const*, double*) [130]
[124]    0.0    0.00    0.00       3         double* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*) [124]
-----------------------------------------------
                0.00    0.00       3/3           void std::_Destroy<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [133]
[125]    0.0    0.00    0.00       3         void std::_Destroy_aux<true>::__destroy<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [125]
-----------------------------------------------
                0.00    0.00       3/3           SWESolver::solve(double, bool, unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [2]
[126]    0.0    0.00    0.00       3         std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> > const&) [126]
                0.00    0.00       6/62          std::vector<double, std::allocator<double> >::size() const [39]
                0.00    0.00       3/3           __gnu_cxx::__alloc_traits<std::allocator<double>, double>::_S_propagate_on_copy_assign() [120]
                0.00    0.00       3/4           std::vector<double, std::allocator<double> >::capacity() const [107]
                0.00    0.00       3/3061        std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [30]
                0.00    0.00       3/10          std::vector<double, std::allocator<double> >::end() [61]
                0.00    0.00       3/10          std::vector<double, std::allocator<double> >::begin() [62]
                0.00    0.00       3/3           std::vector<double, std::allocator<double> >::end() const [122]
                0.00    0.00       3/3           std::vector<double, std::allocator<double> >::begin() const [123]
                0.00    0.00       3/3           __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [131]
                0.00    0.00       3/3           void std::_Destroy<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::allocator<double>&) [134]
-----------------------------------------------
                0.00    0.00       3/3           __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__copy_move_a<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [128]
[127]    0.0    0.00    0.00       3         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__niter_wrap<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double*) [127]
                0.00    0.00       3/6           double* std::__niter_base<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [99]
                0.00    0.00       3/3           __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator+(long) const [121]
-----------------------------------------------
                0.00    0.00       3/3           __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [131]
[128]    0.0    0.00    0.00       3         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__copy_move_a<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [128]
                0.00    0.00       6/6           double const* std::__niter_base<double const*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [98]
                0.00    0.00       3/6           double* std::__niter_base<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [99]
                0.00    0.00       3/3           double* std::__copy_move_a1<false, double const*, double*>(double const*, double const*, double*) [129]
                0.00    0.00       3/3           __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__niter_wrap<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double*) [127]
-----------------------------------------------
                0.00    0.00       3/3           __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__copy_move_a<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [128]
[129]    0.0    0.00    0.00       3         double* std::__copy_move_a1<false, double const*, double*>(double const*, double const*, double*) [129]
                0.00    0.00       3/3           double* std::__copy_move_a2<false, double const*, double*>(double const*, double const*, double*) [130]
-----------------------------------------------
                0.00    0.00       3/3           double* std::__copy_move_a1<false, double const*, double*>(double const*, double const*, double*) [129]
[130]    0.0    0.00    0.00       3         double* std::__copy_move_a2<false, double const*, double*>(double const*, double const*, double*) [130]
                0.00    0.00       3/3           double* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*) [124]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> > const&) [126]
[131]    0.0    0.00    0.00       3         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [131]
                0.00    0.00       6/6           __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > std::__miter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [97]
                0.00    0.00       3/3           __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__copy_move_a<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [128]
-----------------------------------------------
